time,td,byt,pkt
1521118773364202.0,100,30003,42
1521118773364302.0,100,36472,42
1521118773364402.0,100,38551,46
1521118773364502.0,100,54236,54
1521118773364602.0,100,24430,30
1521118773364702.0,100,40500,43
1521118773364802.0,100,43565,56
1521118773364902.0,100,23108,29
1521118773365002.0,100,30093,34
1521118773365102.0,100,25824,30
1521118773365202.0,100,25945,26
1521118773365302.0,100,19669,26
1521118773365402.0,100,30579,39
1521118773365502.0,100,37368,38
1521118773365602.0,100,15253,18
1521118773365702.0,100,28375,32
1521118773365802.0,100,15556,32
1521118773365902.0,100,17078,27
1521118773366002.0,100,41736,40
1521118773366102.0,100,34806,41
1521118773366202.0,100,26235,33
1521118773366302.0,100,31043,33
1521118773366402.0,100,28792,32
1521118773366502.0,100,57526,53
1521118773366602.0,100,40062,38
1521118773366702.0,100,17007,30
1521118773366802.0,100,33359,41
1521118773366902.0,100,30150,36
1521118773367002.0,100,58420,52
1521118773367102.0,100,45174,51
1521118773367202.0,100,27848,35
1521118773367302.0,100,23766,32
1521118773367402.0,100,16336,28
1521118773367502.0,100,39667,44
1521118773367602.0,100,26951,34
1521118773367702.0,100,34302,40
1521118773367802.0,100,31327,40
1521118773367902.0,100,52362,57
1521118773368002.0,100,23165,23
1521118773368102.0,100,30065,35
1521118773368202.0,100,13188,21
1521118773368302.0,100,21199,31
1521118773368402.0,100,26690,29
1521118773368502.0,100,24757,29
1521118773368602.0,100,22621,32
1521118773368702.0,100,29359,36
1521118773368802.0,100,27058,29
1521118773368902.0,100,28930,32
1521118773369002.0,100,39349,48
1521118773369102.0,100,26883,34
1521118773369202.0,100,31328,41
1521118773369302.0,100,41689,43
1521118773369402.0,100,40877,41
1521118773369502.0,100,43923,53
1521118773369602.0,100,30985,38
1521118773369702.0,100,47017,51
1521118773369802.0,100,59239,53
1521118773369902.0,100,45164,50
1521118773370002.0,100,33619,36
1521118773370102.0,100,56390,54
1521118773370202.0,100,32790,35
1521118773370302.0,100,19029,29
1521118773370402.0,100,23184,33
1521118773370502.0,100,23938,31
1521118773370602.0,100,35902,37
1521118773370702.0,100,36150,40
1521118773370802.0,100,40063,48
1521118773370902.0,100,18032,40
1521118773371002.0,100,20968,32
1521118773371102.0,100,18071,33
1521118773371202.0,100,16284,24
1521118773371302.0,100,22713,31
1521118773371402.0,100,37819,44
1521118773371502.0,100,43082,43
1521118773371602.0,100,73584,68
1521118773371702.0,100,21849,28
1521118773371802.0,100,70534,55
1521118773371902.0,100,65997,59
1521118773372002.0,100,59563,48
1521118773372102.0,100,54822,49
1521118773372202.0,100,58271,58
1521118773372302.0,100,74706,63
1521118773372402.0,100,69384,60
1521118773372502.0,100,56862,46
1521118773372602.0,100,68024,71
